order_number,order_date,product_code,product_line,quantity_ordered,price_each,sales,country,year,month,quarter,product_id
10318,2004-11-02,S32_1374,Motorcycles,47,100.0,5305.36,USA,2004,11,4,85
10329,2004-11-15,S32_1374,Motorcycles,45,63.91,2875.95,USA,2004,11,4,85
10340,2004-11-24,S32_1374,Motorcycles,55,100.0,6482.85,Spain,2004,11,4,85
10353,2004-12-04,S32_1374,Motorcycles,46,81.17,3733.82,USA,2004,12,4,85
10363,2005-01-06,S32_1374,Motorcycles,50,100.0,6576.5,Finland,2005,1,1,85
10375,2005-02-03,S32_1374,Motorcycles,37,100.0,6353.27,France,2005,2,1,85
10387,2005-03-02,S32_1374,Motorcycles,44,94.9,4175.6,Singapore,2005,3,1,85
10401,2005-04-03,S32_1374,Motorcycles,49,100.0,4992.61,USA,2005,4,2,85
10416,2005-05-10,S32_1374,Motorcycles,45,100.0,4764.6,Italy,2005,5,2,85
10108,2003-03-03,S32_2206,Motorcycles,27,43.45,1173.15,Philippines,2003,3,1,86
10122,2003-05-08,S32_2206,Motorcycles,31,44.66,1384.46,France,2003,5,2,86
10135,2003-07-02,S32_2206,Motorcycles,33,40.23,1327.59,USA,2003,7,3,86
10145,2003-08-25,S32_2206,Motorcycles,31,35.8,1109.8,USA,2003,8,3,86
10159,2003-10-10,S32_2206,Motorcycles,35,35.4,1239.0,USA,2003,10,4,86
10169,2003-11-04,S32_2206,Motorcycles,26,39.83,1035.58,Australia,2003,11,4,86
10180,2003-11-11,S32_2206,Motorcycles,34,45.46,1545.64,France,2003,11,4,86
10190,2003-11-19,S32_2206,Motorcycles,46,32.99,1517.54,Spain,2003,11,4,86
10211,2004-01-15,S32_2206,Motorcycles,41,42.24,1731.84,France,2004,1,1,86
10224,2004-02-21,S32_2206,Motorcycles,43,39.43,1695.49,France,2004,2,1,86
10237,2004-04-05,S32_2206,Motorcycles,26,40.23,1045.98,USA,2004,4,2,86
10252,2004-05-26,S32_2206,Motorcycles,36,48.28,1738.08,France,2004,5,2,86
10264,2004-06-30,S32_2206,Motorcycles,20,32.59,651.8,USA,2004,6,2,86
10276,2004-08-02,S32_2206,Motorcycles,27,36.61,988.47,USA,2004,8,3,86
10285,2004-08-27,S32_2206,Motorcycles,37,41.03,1518.11,USA,2004,8,3,86
10299,2004-09-30,S32_2206,Motorcycles,24,42.24,1013.76,Finland,2004,9,3,86
10310,2004-10-16,S32_2206,Motorcycles,36,43.05,1549.8,Germany,2004,10,4,86
10319,2004-11-03,S32_2206,Motorcycles,29,38.22,1108.38,USA,2004,11,4,86
10331,2004-11-17,S32_2206,Motorcycles,28,100.0,4102.56,USA,2004,11,4,86
10343,2004-11-24,S32_2206,Motorcycles,29,100.0,3713.16,France,2004,11,4,86
10355,2004-12-07,S32_2206,Motorcycles,38,39.83,1513.54,Spain,2004,12,4,86
10364,2005-01-06,S32_2206,Motorcycles,48,48.28,2317.44,France,2005,1,1,86
10378,2005-02-10,S32_2206,Motorcycles,40,82.46,3298.4,Spain,2005,2,1,86
10390,2005-03-04,S32_2206,Motorcycles,41,44.56,1826.96,USA,2005,3,1,86
10403,2005-04-08,S32_2206,Motorcycles,30,40.23,1206.9,UK,2005,4,2,86
10104,2003-01-31,S32_2509,Trucks and Buses,35,47.62,1666.7,Spain,2003,1,1,87
10114,2003-04-01,S32_2509,Trucks and Buses,28,55.73,1560.44,France,2003,4,2,87
10127,2003-06-03,S32_2509,Trucks and Buses,45,51.95,2337.75,USA,2003,6,2,87
10141,2003-08-01,S32_2509,Trucks and Buses,24,45.99,1103.76,Finland,2003,8,3,87
10151,2003-09-21,S32_2509,Trucks and Buses,41,63.85,2617.85,Finland,2003,9,3,87
10165,2003-10-22,S32_2509,Trucks and Buses,48,45.99,2207.52,Singapore,2003,10,4,87
10175,2003-11-06,S32_2509,Trucks and Buses,50,63.31,3165.5,UK,2003,11,4,87
10184,2003-11-14,S32_2509,Trucks and Buses,33,62.77,2071.41,Spain,2003,11,4,87
10195,2003-11-25,S32_2509,Trucks and Buses,32,43.29,1385.28,USA,2003,11,4,87
10207,2003-12-09,S32_2509,Trucks and Buses,27,60.06,1621.62,USA,2003,12,4,87
10219,2004-02-10,S32_2509,Trucks and Buses,35,55.19,1931.65,USA,2004,2,1,87
10229,2004-03-11,S32_2509,Trucks and Buses,23,54.11,1244.53,USA,2004,3,1,87
10246,2004-05-05,S32_2509,Trucks and Buses,35,48.7,1704.5,Spain,2004,5,2,87
10259,2004-06-15,S32_2509,Trucks and Buses,40,43.83,1753.2,Singapore,2004,6,2,87
10271,2004-07-20,S32_2509,Trucks and Buses,35,47.62,1666.7,USA,2004,7,3,87
10281,2004-08-19,S32_2509,Trucks and Buses,31,55.19,1710.89,USA,2004,8,3,87
10292,2004-09-08,S32_2509,Trucks and Buses,50,46.53,2326.5,USA,2004,9,3,87
10305,2004-10-13,S32_2509,Trucks and Buses,40,57.9,2316.0,USA,2004,10,4,87
10313,2004-10-22,S32_2509,Trucks and Buses,38,45.45,1727.1,Canada,2004,10,4,87
10325,2004-11-05,S32_2509,Trucks and Buses,38,100.0,8844.12,Norway,2004,11,4,87
10335,2004-11-19,S32_2509,Trucks and Buses,40,60.6,2424.0,USA,2004,11,4,87
10349,2004-12-01,S32_2509,Trucks and Buses,33,46.53,1535.49,USA,2004,12,4,87
10359,2004-12-15,S32_2509,Trucks and Buses,36,100.0,6358.68,France,2004,12,4,87
10371,2005-01-23,S32_2509,Trucks and Buses,20,66.47,1329.4,USA,2005,1,1,87
10383,2005-02-22,S32_2509,Trucks and Buses,32,53.18,1701.76,Spain,2005,2,1,87
10394,2005-03-15,S32_2509,Trucks and Buses,36,62.77,2259.72,Spain,2005,3,1,87
10412,2005-05-03,S32_2509,Trucks and Buses,19,48.7,925.3,Spain,2005,5,2,87
10425,2005-05-31,S32_2509,Trucks and Buses,11,43.83,482.13,France,2005,5,2,87
10104,2003-01-31,S32_3207,Trains,49,65.87,3227.63,Spain,2003,1,1,88
10116,2003-04-11,S32_3207,Trains,27,63.38,1711.26,Belgium,2003,4,2,88
10127,2003-06-03,S32_3207,Trains,29,70.84,2054.36,USA,2003,6,2,88
10142,2003-08-08,S32_3207,Trains,42,74.57,3131.94,USA,2003,8,3,88
10152,2003-09-25,S32_3207,Trains,33,50.95,1681.35,Australia,2003,9,3,88
10165,2003-10-22,S32_3207,Trains,44,53.44,2351.36,Singapore,2003,10,4,88
10176,2003-11-06,S32_3207,Trains,22,64.0,1408.0,Italy,2003,11,4,88
10184,2003-11-14,S32_3207,Trains,48,50.95,2445.6,Spain,2003,11,4,88
10195,2003-11-25,S32_3207,Trains,33,54.68,1804.44,USA,2003,11,4,88
10207,2003-12-09,S32_3207,Trains,45,56.55,2544.75,USA,2003,12,4,88
10220,2004-02-12,S32_3207,Trains,20,52.82,1056.4,Ireland,2004,2,1,88
10230,2004-03-15,S32_3207,Trains,46,60.9,2801.4,Germany,2004,3,1,88
10247,2004-05-05,S32_3207,Trains,40,49.71,1988.4,Finland,2004,5,2,88
10272,2004-07-20,S32_3207,Trains,45,64.63,2908.35,USA,2004,7,3,88
10282,2004-08-20,S32_3207,Trains,36,59.65,2147.4,USA,2004,8,3,88
10292,2004-09-08,S32_3207,Trains,31,67.73,2099.63,USA,2004,9,3,88
10306,2004-10-14,S32_3207,Trains,46,50.33,2315.18,UK,2004,10,4,88
10314,2004-10-22,S32_3207,Trains,35,66.49,2327.15,Denmark,2004,10,4,88
10325,2004-11-05,S32_3207,Trains,28,100.0,5377.4,Norway,2004,11,4,88
10336,2004-11-20,S32_3207,Trains,31,84.71,2626.01,France,2004,11,4,88
10350,2004-12-02,S32_3207,Trains,27,100.0,4406.4,Spain,2004,12,4,88
10359,2004-12-15,S32_3207,Trains,22,100.0,4301.22,France,2004,12,4,88
10371,2005-01-23,S32_3207,Trains,30,99.55,2986.5,USA,2005,1,1,88
10383,2005-02-22,S32_3207,Trains,44,36.07,1587.08,Spain,2005,2,1,88
10394,2005-03-15,S32_3207,Trains,30,60.28,1808.4,Spain,2005,3,1,88
10413,2005-05-05,S32_3207,Trains,24,49.71,1193.04,USA,2005,5,2,88
10103,2003-01-29,S32_3522,Trucks and Buses,45,75.63,3403.35,Norway,2003,1,1,89
10113,2003-03-26,S32_3522,Trucks and Buses,23,68.52,1575.96,USA,2003,3,1,89
10126,2003-05-28,S32_3522,Trucks and Buses,26,62.7,1630.2,Spain,2003,5,2,89
10140,2003-07-24,S32_3522,Trucks and Buses,28,60.76,1701.28,USA,2003,7,3,89
10150,2003-09-19,S32_3522,Trucks and Buses,49,58.18,2850.82,Singapore,2003,9,3,89
10164,2003-10-21,S32_3522,Trucks and Buses,49,54.94,2692.06,Austria,2003,10,4,89
10175,2003-11-06,S32_3522,Trucks and Buses,29,74.98,2174.42,UK,2003,11,4,89
10183,2003-11-13,S32_3522,Trucks and Buses,49,64.64,3167.36,USA,2003,11,4,89
10194,2003-11-25,S32_3522,Trucks and Buses,39,54.94,2142.66,France,2003,11,4,89
10206,2003-12-05,S32_3522,Trucks and Buses,36,58.82,2117.52,Canada,2003,12,4,89
10217,2004-02-04,S32_3522,Trucks and Buses,39,62.05,2419.95,Singapore,2004,2,1,89
10229,2004-03-11,S32_3522,Trucks and Buses,30,73.04,2191.2,USA,2004,3,1,89
10245,2004-05-04,S32_3522,Trucks and Buses,44,69.16,3043.04,USA,2004,5,2,89
10258,2004-06-15,S32_3522,Trucks and Buses,20,61.41,1228.2,Japan,2004,6,2,89
10270,2004-07-19,S32_3522,Trucks and Buses,21,63.35,1330.35,Australia,2004,7,3,89
10281,2004-08-19,S32_3522,Trucks and Buses,36,77.57,2792.52,USA,2004,8,3,89
10291,2004-09-08,S32_3522,Trucks and Buses,32,71.75,2296.0,Sweden,2004,9,3,89
10304,2004-10-11,S32_3522,Trucks and Buses,36,73.04,2629.44,France,2004,10,4,89
10313,2004-10-22,S32_3522,Trucks and Buses,34,56.24,1912.16,Canada,2004,10,4,89
10324,2004-11-05,S32_3522,Trucks and Buses,48,100.0,8209.44,USA,2004,11,4,89
10333,2004-11-18,S32_3522,Trucks and Buses,33,73.69,2431.77,USA,2004,11,4,89
10348,2004-11-01,S32_3522,Trucks and Buses,31,100.0,3139.99,Spain,2004,11,4,89
10358,2004-12-10,S32_3522,Trucks and Buses,36,100.0,5669.64,Spain,2004,12,4,89
10370,2005-01-20,S32_3522,Trucks and Buses,25,100.0,3160.25,Australia,2005,1,1,89
10382,2005-02-17,S32_3522,Trucks and Buses,48,100.0,6799.68,USA,2005,2,1,89
10411,2005-05-01,S32_3522,Trucks and Buses,27,69.16,1867.32,Canada,2005,5,2,89
10424,2005-05-31,S32_3522,Trucks and Buses,44,61.41,2702.04,Spain,2005,5,2,89
10106,2003-02-17,S32_4289,Vintage Cars,33,72.92,2406.36,Italy,2003,2,1,90
10120,2003-04-29,S32_4289,Vintage Cars,29,72.23,2094.67,Australia,2003,4,2,90
10133,2003-06-27,S32_4289,Vintage Cars,49,57.1,2797.9,Spain,2003,6,2,90
10144,2003-08-13,S32_4289,Vintage Cars,20,81.86,1637.2,Belgium,2003,8,3,90
10168,2003-10-28,S32_4289,Vintage Cars,31,73.61,2281.91,USA,2003,10,4,90
10210,2004-01-12,S32_4289,Vintage Cars,39,59.16,2307.24,Japan,2004,1,1,90
10223,2004-02-20,S32_4289,Vintage Cars,20,66.04,1320.8,Australia,2004,2,1,90
10235,2004-04-02,S32_4289,Vintage Cars,34,77.73,2642.82,Canada,2004,4,2,90
10250,2004-05-11,S32_4289,Vintage Cars,50,61.22,3061.0,USA,2004,5,2,90
10262,2004-06-24,S32_4289,Vintage Cars,40,79.11,3164.4,Spain,2004,6,2,90
10275,2004-07-23,S32_4289,Vintage Cars,28,63.97,1791.16,France,2004,7,3,90
10284,2004-08-21,S32_4289,Vintage Cars,50,81.86,4093.0,Norway,2004,8,3,90
10297,2004-09-16,S32_4289,Vintage Cars,28,79.8,2234.4,Ireland,2004,9,3,90
10308,2004-10-15,S32_4289,Vintage Cars,46,66.04,3037.84,USA,2004,10,4,90
10316,2004-11-01,S32_4289,Vintage Cars,24,59.16,1419.84,UK,2004,11,4,90
10328,2004-11-12,S32_4289,Vintage Cars,24,81.17,1948.08,Italy,2004,11,4,90
10340,2004-11-24,S32_4289,Vintage Cars,39,59.16,2307.24,Spain,2004,11,4,90
10353,2004-12-04,S32_4289,Vintage Cars,40,44.51,1780.4,USA,2004,12,4,90
10361,2004-12-17,S32_4289,Vintage Cars,49,72.33,3544.17,Australia,2004,12,4,90
10375,2005-02-03,S32_4289,Vintage Cars,44,82.26,3619.44,France,2005,2,1,90
10388,2005-03-03,S32_4289,Vintage Cars,35,100.0,3918.95,USA,2005,3,1,90
10398,2005-03-30,S32_4289,Vintage Cars,22,67.41,1483.02,France,2005,3,1,90
10401,2005-04-03,S32_4289,Vintage Cars,62,77.73,4819.26,USA,2005,4,2,90
10416,2005-05-10,S32_4289,Vintage Cars,26,61.22,1591.72,Italy,2005,5,2,90
10108,2003-03-03,S32_4485,Motorcycles,31,100.0,3669.78,Philippines,2003,3,1,91
10121,2003-05-07,S32_4485,Motorcycles,25,86.74,2168.5,France,2003,5,2,91
10135,2003-07-02,S32_4485,Motorcycles,30,89.8,2694.0,USA,2003,7,3,91
10145,2003-08-25,S32_4485,Motorcycles,27,100.0,3251.34,USA,2003,8,3,91
10159,2003-10-10,S32_4485,Motorcycles,23,100.0,2347.15,USA,2003,10,4,91
10169,2003-11-04,S32_4485,Motorcycles,34,100.0,3920.88,Australia,2003,11,4,91
10180,2003-11-11,S32_4485,Motorcycles,22,100.0,2514.6,France,2003,11,4,91
10190,2003-11-19,S32_4485,Motorcycles,42,85.72,3600.24,Spain,2003,11,4,91
10211,2004-01-15,S32_4485,Motorcycles,37,100.0,4040.03,France,2004,1,1,91
10224,2004-02-21,S32_4485,Motorcycles,30,100.0,3336.9,France,2004,2,1,91
10237,2004-04-05,S32_4485,Motorcycles,27,100.0,3113.64,USA,2004,4,2,91
10252,2004-05-26,S32_4485,Motorcycles,25,100.0,2832.0,France,2004,5,2,91
10264,2004-06-30,S32_4485,Motorcycles,34,97.97,3330.98,USA,2004,6,2,91
10276,2004-08-02,S32_4485,Motorcycles,38,100.0,4304.64,USA,2004,8,3,91
10285,2004-08-27,S32_4485,Motorcycles,26,100.0,2600.26,USA,2004,8,3,91
10299,2004-09-30,S32_4485,Motorcycles,38,100.0,4382.16,Finland,2004,9,3,91
10309,2004-10-15,S32_4485,Motorcycles,50,84.7,4235.0,Norway,2004,10,4,91
10319,2004-11-03,S32_4485,Motorcycles,22,100.0,2626.8,USA,2004,11,4,91
10331,2004-11-17,S32_4485,Motorcycles,32,100.0,5026.56,USA,2004,11,4,91
10341,2004-11-24,S32_4485,Motorcycles,31,71.02,2201.62,Austria,2004,11,4,91
10355,2004-12-07,S32_4485,Motorcycles,40,100.0,4326.8,Spain,2004,12,4,91
10365,2005-01-07,S32_4485,Motorcycles,22,100.0,3425.18,USA,2005,1,1,91
10375,2005-02-03,S32_4485,Motorcycles,41,100.0,4701.88,France,2005,2,1,91
10390,2005-03-04,S32_4485,Motorcycles,45,48.98,2204.1,USA,2005,3,1,91
10403,2005-04-08,S32_4485,Motorcycles,45,100.0,5189.4,UK,2005,4,2,91
10106,2003-02-17,S50_1341,Vintage Cars,39,40.15,1565.85,Italy,2003,2,1,92
10120,2003-04-29,S50_1341,Vintage Cars,49,50.62,2480.38,Australia,2003,4,2,92
10133,2003-06-27,S50_1341,Vintage Cars,27,50.19,1355.13,Spain,2003,6,2,92
10143,2003-08-10,S50_1341,Vintage Cars,34,36.66,1246.44,USA,2003,8,3,92
10156,2003-10-08,S50_1341,Vintage Cars,20,41.02,820.4,Spain,2003,10,4,92
10168,2003-10-28,S50_1341,Vintage Cars,48,51.93,2492.64,USA,2003,10,4,92
10199,2003-12-01,S50_1341,Vintage Cars,29,38.4,1113.6,USA,2003,12,4,92
10210,2004-01-12,S50_1341,Vintage Cars,43,41.02,1763.86,Japan,2004,1,1,92
10223,2004-02-20,S50_1341,Vintage Cars,41,46.26,1896.66,Australia,2004,2,1,92
10235,2004-04-02,S50_1341,Vintage Cars,41,35.35,1449.35,Canada,2004,4,2,92
10250,2004-05-11,S50_1341,Vintage Cars,36,51.93,1869.48,USA,2004,5,2,92
10262,2004-06-24,S50_1341,Vintage Cars,49,37.97,1860.53,Spain,2004,6,2,92
10275,2004-07-23,S50_1341,Vintage Cars,38,45.39,1724.82,France,2004,7,3,92
10284,2004-08-21,S50_1341,Vintage Cars,33,51.93,1713.69,Norway,2004,8,3,92
10296,2004-09-15,S50_1341,Vintage Cars,26,48.44,1259.44,Germany,2004,9,3,92
10308,2004-10-15,S50_1341,Vintage Cars,47,43.64,2051.08,USA,2004,10,4,92
10316,2004-11-01,S50_1341,Vintage Cars,34,47.57,1617.38,UK,2004,11,4,92
10328,2004-11-12,S50_1341,Vintage Cars,34,51.93,1765.62,Italy,2004,11,4,92
10340,2004-11-24,S50_1341,Vintage Cars,40,50.62,2024.8,Spain,2004,11,4,92
10353,2004-12-04,S50_1341,Vintage Cars,40,82.21,3288.4,USA,2004,12,4,92
10361,2004-12-17,S50_1341,Vintage Cars,33,82.59,2725.47,Australia,2004,12,4,92
10375,2005-02-03,S50_1341,Vintage Cars,49,65.8,3224.2,France,2005,2,1,92
10388,2005-03-03,S50_1341,Vintage Cars,27,100.0,3211.38,USA,2005,3,1,92
10398,2005-03-30,S50_1341,Vintage Cars,49,36.66,1796.34,France,2005,3,1,92
10401,2005-04-03,S50_1341,Vintage Cars,56,35.35,1979.6,USA,2005,4,2,92
10416,2005-05-10,S50_1341,Vintage Cars,37,51.93,1921.41,Italy,2005,5,2,92
10104,2003-01-31,S50_1392,Trucks and Buses,33,100.0,3705.24,Spain,2003,1,1,93
10115,2003-04-04,S50_1392,Trucks and Buses,27,100.0,2843.91,USA,2003,4,2,93
10127,2003-06-03,S50_1392,Trucks and Buses,46,100.0,6176.42,USA,2003,6,2,93
10141,2003-08-01,S50_1392,Trucks and Buses,44,100.0,5500.44,Finland,2003,8,3,93
10151,2003-09-21,S50_1392,Trucks and Buses,26,100.0,3220.1,Finland,2003,9,3,93
10165,2003-10-22,S50_1392,Trucks and Buses,48,94.92,4556.16,Singapore,2003,10,4,93
10176,2003-11-06,S50_1392,Trucks and Buses,23,100.0,3114.89,Italy,2003,11,4,93
10184,2003-11-14,S50_1392,Trucks and Buses,45,100.0,4948.2,Spain,2003,11,4,93
10195,2003-11-25,S50_1392,Trucks and Buses,49,100.0,5161.17,USA,2003,11,4,93
10207,2003-12-09,S50_1392,Trucks and Buses,28,94.92,2657.76,USA,2003,12,4,93
10220,2004-02-12,S50_1392,Trucks and Buses,37,100.0,3983.05,Ireland,2004,2,1,93
10230,2004-03-15,S50_1392,Trucks and Buses,34,100.0,3974.94,Germany,2004,3,1,93
10246,2004-05-05,S50_1392,Trucks and Buses,22,100.0,2928.42,Spain,2004,5,2,93
10259,2004-06-15,S50_1392,Trucks and Buses,29,100.0,3054.57,Singapore,2004,6,2,93
10271,2004-07-20,S50_1392,Trucks and Buses,34,98.39,3345.26,USA,2004,7,3,93
10282,2004-08-20,S50_1392,Trucks and Buses,38,100.0,4310.72,USA,2004,8,3,93
10292,2004-09-08,S50_1392,Trucks and Buses,41,100.0,4983.14,USA,2004,9,3,93
10305,2004-10-13,S50_1392,Trucks and Buses,42,100.0,4618.32,USA,2004,10,4,93
10314,2004-10-22,S50_1392,Trucks and Buses,28,100.0,3403.12,Denmark,2004,10,4,93
10325,2004-11-05,S50_1392,Trucks and Buses,38,100.0,5190.42,Norway,2004,11,4,93
10336,2004-11-20,S50_1392,Trucks and Buses,23,100.0,3141.57,France,2004,11,4,93
10350,2004-12-02,S50_1392,Trucks and Buses,31,71.4,2213.4,Spain,2004,12,4,93
10359,2004-12-15,S50_1392,Trucks and Buses,46,100.0,4896.7,France,2004,12,4,93
10371,2005-01-23,S50_1392,Trucks and Buses,48,56.55,2714.4,USA,2005,1,1,93
10383,2005-02-22,S50_1392,Trucks and Buses,29,100.0,3087.05,Spain,2005,2,1,93
10395,2005-03-17,S50_1392,Trucks and Buses,46,100.0,5692.96,France,2005,3,1,93
10412,2005-05-03,S50_1392,Trucks and Buses,26,100.0,3460.86,Spain,2005,5,2,93
10425,2005-05-31,S50_1392,Trucks and Buses,18,100.0,1895.94,France,2005,5,2,93
10104,2003-01-31,S50_1514,Trains,32,53.31,1705.92,Spain,2003,1,1,94
10117,2003-04-16,S50_1514,Trains,21,49.21,1033.41,Singapore,2003,4,2,94
10127,2003-06-03,S50_1514,Trains,46,69.12,3179.52,USA,2003,6,2,94
10142,2003-08-08,S50_1514,Trains,42,49.79,2091.18,USA,2003,8,3,94
10153,2003-09-28,S50_1514,Trains,31,57.41,1779.71,Spain,2003,9,3,94
10165,2003-10-22,S50_1514,Trains,38,66.78,2537.64,Singapore,2003,10,4,94
10176,2003-11-06,S50_1514,Trains,38,64.44,2448.72,Italy,2003,11,4,94
10185,2003-11-14,S50_1514,Trains,20,48.62,972.4,USA,2003,11,4,94
10196,2003-11-26,S50_1514,Trains,46,62.09,2856.14,USA,2003,11,4,94
10208,2004-01-02,S50_1514,Trains,30,65.61,1968.3,France,2004,1,1,94
10220,2004-02-12,S50_1514,Trains,30,68.54,2056.2,Ireland,2004,2,1,94
10230,2004-03-15,S50_1514,Trains,43,52.14,2242.02,Germany,2004,3,1,94
10247,2004-05-05,S50_1514,Trains,49,63.85,3128.65,Finland,2004,5,2,94
10272,2004-07-20,S50_1514,Trains,43,56.82,2443.26,USA,2004,7,3,94
10282,2004-08-20,S50_1514,Trains,37,66.78,2470.86,USA,2004,8,3,94
10292,2004-09-08,S50_1514,Trains,35,55.07,1927.45,USA,2004,9,3,94
10306,2004-10-14,S50_1514,Trains,34,60.34,2051.56,UK,2004,10,4,94
10314,2004-10-22,S50_1514,Trains,38,61.51,2337.38,Denmark,2004,10,4,94
10325,2004-11-05,S50_1514,Trains,44,100.0,5932.96,Norway,2004,11,4,94
10337,2004-11-21,S50_1514,Trains,21,100.0,2296.77,USA,2004,11,4,94
10350,2004-12-02,S50_1514,Trains,44,100.0,6490.88,Spain,2004,12,4,94
10359,2004-12-15,S50_1514,Trains,25,64.93,1623.25,France,2004,12,4,94
10372,2005-01-26,S50_1514,Trains,24,58.58,1405.92,Japan,2005,1,1,94
10383,2005-02-22,S50_1514,Trains,38,60.06,2282.28,Spain,2005,2,1,94
10395,2005-03-17,S50_1514,Trains,45,100.0,8977.05,France,2005,3,1,94
10413,2005-05-05,S50_1514,Trains,51,63.85,3256.35,USA,2005,5,2,94
10108,2003-03-03,S50_4713,Motorcycles,34,82.99,2821.66,Philippines,2003,3,1,95
10121,2003-05-07,S50_4713,Motorcycles,44,74.85,3293.4,France,2003,5,2,95
10135,2003-07-02,S50_4713,Motorcycles,44,96.0,4224.0,USA,2003,7,3,95
10145,2003-08-25,S50_4713,Motorcycles,38,81.36,3091.68,USA,2003,8,3,95
10159,2003-10-10,S50_4713,Motorcycles,31,71.6,2219.6,USA,2003,10,4,95
10169,2003-11-04,S50_4713,Motorcycles,48,80.55,3866.4,Australia,2003,11,4,95
10180,2003-11-11,S50_4713,Motorcycles,21,93.56,1964.76,France,2003,11,4,95
10190,2003-11-19,S50_4713,Motorcycles,40,66.72,2668.8,Spain,2003,11,4,95
10211,2004-01-15,S50_4713,Motorcycles,40,80.55,3222.0,France,2004,1,1,95
10224,2004-02-21,S50_4713,Motorcycles,50,77.29,3864.5,France,2004,2,1,95
10237,2004-04-05,S50_4713,Motorcycles,20,68.34,1366.8,USA,2004,4,2,95
10252,2004-05-26,S50_4713,Motorcycles,48,72.41,3475.68,France,2004,5,2,95
10264,2004-06-30,S50_4713,Motorcycles,47,89.5,4206.5,USA,2004,6,2,95
10276,2004-08-02,S50_4713,Motorcycles,21,70.78,1486.38,USA,2004,8,3,95
10285,2004-08-27,S50_4713,Motorcycles,39,78.92,3077.88,USA,2004,8,3,95
10299,2004-09-30,S50_4713,Motorcycles,44,80.55,3544.2,Finland,2004,9,3,95
10309,2004-10-15,S50_4713,Motorcycles,28,88.68,2483.04,Norway,2004,10,4,95
10319,2004-11-03,S50_4713,Motorcycles,45,77.29,3478.05,USA,2004,11,4,95
10331,2004-11-17,S50_4713,Motorcycles,20,100.0,3657.8,USA,2004,11,4,95
10341,2004-11-24,S50_4713,Motorcycles,38,100.0,4682.36,Austria,2004,11,4,95
10356,2004-12-09,S50_4713,Motorcycles,26,100.0,3937.7,France,2004,12,4,95
10365,2005-01-07,S50_4713,Motorcycles,44,100.0,4984.32,USA,2005,1,1,95
10375,2005-02-03,S50_4713,Motorcycles,49,100.0,5406.66,France,2005,2,1,95
10390,2005-03-04,S50_4713,Motorcycles,22,100.0,3491.18,USA,2005,3,1,95
10403,2005-04-08,S50_4713,Motorcycles,31,68.34,2118.54,UK,2005,4,2,95
10105,2003-02-11,S700_1138,Ships,41,70.67,2897.47,Denmark,2003,2,1,96
10119,2003-04-28,S700_1138,Ships,25,76.67,1916.75,Austria,2003,4,2,96
10129,2003-06-12,S700_1138,Ships,31,60.0,1860.0,UK,2003,6,2,96
10142,2003-08-08,S700_1138,Ships,41,64.0,2624.0,USA,2003,8,3,96
10153,2003-09-28,S700_1138,Ships,43,64.67,2780.81,Spain,2003,9,3,96
10167,2003-10-23,S700_1138,Ships,43,75.34,3239.62,Sweden,2003,10,4,96
10177,2003-11-07,S700_1138,Ships,24,76.0,1824.0,Spain,2003,11,4,96
10185,2003-11-14,S700_1138,Ships,21,54.0,1134.0,USA,2003,11,4,96
10197,2003-11-26,S700_1138,Ships,23,64.67,1487.41,Spain,2003,11,4,96
10208,2004-01-02,S700_1138,Ships,38,74.67,2837.46,France,2004,1,1,96
10222,2004-02-19,S700_1138,Ships,31,62.67,1942.77,USA,2004,2,1,96
10233,2004-03-29,S700_1138,Ships,36,70.67,2544.12,USA,2004,3,1,96
10248,2004-05-07,S700_1138,Ships,36,71.34,2568.24,USA,2004,5,2,96
10261,2004-06-17,S700_1138,Ships,34,62.0,2108.0,Canada,2004,6,2,96
10273,2004-07-21,S700_1138,Ships,21,65.34,1372.14,Belgium,2004,7,3,96
10283,2004-08-20,S700_1138,Ships,45,78.67,3540.15,Canada,2004,8,3,96
10295,2004-09-10,S700_1138,Ships,26,75.34,1958.84,USA,2004,9,3,96
10306,2004-10-14,S700_1138,Ships,50,54.0,2700.0,UK,2004,10,4,96
10315,2004-10-29,S700_1138,Ships,41,62.0,2542.0,France,2004,10,4,96
10326,2004-11-09,S700_1138,Ships,39,60.0,2340.0,Sweden,2004,11,4,96
10339,2004-11-23,S700_1138,Ships,22,100.0,2816.44,Japan,2004,11,4,96
10350,2004-12-02,S700_1138,Ships,46,76.67,3526.82,Spain,2004,12,4,96
10373,2005-01-31,S700_1138,Ships,44,100.0,4627.92,Finland,2005,1,1,96
10385,2005-02-28,S700_1138,Ships,25,77.34,1933.5,USA,2005,2,1,96
10396,2005-03-23,S700_1138,Ships,39,66.67,2600.13,USA,2005,3,1,96
10414,2005-05-06,S700_1138,Ships,37,71.34,2639.58,USA,2005,5,2,96
10106,2003-02-17,S700_1691,Planes,31,100.0,3312.97,Italy,2003,2,1,97
10120,2003-04-29,S700_1691,Planes,47,82.21,3863.87,Australia,2003,4,2,97
10133,2003-06-27,S700_1691,Planes,24,77.64,1863.36,Spain,2003,6,2,97
10143,2003-08-10,S700_1691,Planes,36,100.0,3945.96,USA,2003,8,3,97
10156,2003-10-08,S700_1691,Planes,48,100.0,4954.08,Spain,2003,10,4,97
10168,2003-10-28,S700_1691,Planes,28,98.65,2762.2,USA,2003,10,4,97
